Month-Year,Yield Type,Trend Score
2-2022,Ginger,33
2-2022,Tomato,78
2-2022,Tomato,83
2-2022,Cocoa,27
2-2022,Onion,61
2-2022,Radish,65
2-2022,Pumpkin,56
2-2022,Cowpea,33
2-2022,Cocoa,28
2-2022,Pumpkin,41
2-2022,Garlic,33
2-2022,Cowpea,52
2-2022,Garlic,40
2-2022,Garlic,38
2-2022,Cocoa,52
2-2022,Cardamon,69
2-2022,Garlic,67
2-2022,Corn,14
2-2022,Cardamon,21
2-2022,Ginger,63
2-2022,Potato,70
2-2022,Cowpea,61
2-2022,Radish,38
2-2022,Leak,87
2-2022,Garlic,38
2-2022,Radish,37
2-2022,Chilies,66
2-2022,Pumpkin,24
2-2022,Potato,27
2-2022,Cardamon,32
2-2022,Chilies,47
2-2022,Pepper,69
2-2022,Tomato,78
2-2022,Tomato,93
2-2022,Cardamon,56
2-2022,Pumpkin,44
2-2022,Leak,93
2-2022,Cardamon,59
2-2022,Cocoa,17
2-2022,Radish,70
2-2022,Cardamon,27
2-2022,Pumpkin,17
2-2022,Cardamon,43
2-2022,Corn,27
2-2022,Pumpkin,54
2-2022,Chilies,26
2-2022,Radish,48
2-2022,Garlic,27
2-2022,Cardamon,55
2-2022,Cowpea,59
2-2022,Corn,46
2-2022,Corn,53
2-2022,Ginger,11
2-2022,Cocoa,52
2-2022,Cardamon,14
2-2022,Cocoa,32
2-2022,Garlic,59
2-2022,Cowpea,53
2-2022,Cocoa,53
2-2022,Cardamon,12
2-2022,Pepper,23
2-2022,Cowpea,40
2-2022,Radish,20
2-2022,Potato,49
2-2022,Pumpkin,44
2-2022,Onion,20
2-2022,Chilies,37
2-2022,Onion,20
2-2022,Tomato,86
2-2022,Cocoa,16
2-2022,Ginger,12
2-2022,Chilies,38
2-2022,Pepper,11
2-2022,Corn,65
2-2022,Tomato,91
2-2022,Pepper,69
2-2022,Onion,12
2-2022,Potato,15
2-2022,Chilies,35
2-2022,Leak,86
2-2022,Garlic,15
2-2022,Tomato,73
2-2022,Leak,93
2-2022,Garlic,38
2-2022,Ginger,44
2-2022,Cowpea,58
2-2022,Cowpea,47
2-2022,Leak,70
2-2022,Pepper,17
2-2022,Tomato,80
2-2022,Ginger,44
2-2022,Corn,42
2-2022,Potato,32
2-2022,Onion,44
2-2022,Chilies,54
2-2022,Cardamon,57
2-2022,Radish,16
2-2022,Pepper,51
2-2022,Garlic,43
2-2022,Corn,25
2-2022,Tomato,88
2-2022,Cocoa,48
2-2022,Tomato,98
2-2022,Ginger,53
2-2022,Chilies,33
2-2022,Pumpkin,56
2-2022,Ginger,12
2-2022,Corn,61
2-2022,Potato,12
2-2022,Garlic,20
2-2022,Chilies,57
2-2022,Pumpkin,55
2-2022,Cardamon,43
2-2022,Pumpkin,40
2-2022,Radish,30
2-2022,Onion,44
2-2022,Potato,64
2-2022,Cowpea,45
2-2022,Cowpea,19
2-2022,Radish,24
2-2022,Pumpkin,44
2-2022,Potato,45
2-2022,Pepper,67
2-2022,Tomato,99
2-2022,Pumpkin,10
2-2022,Chilies,38
2-2022,Garlic,65
2-2022,Corn,31
2-2022,Cardamon,66
2-2022,Radish,49
2-2022,Pepper,60
2-2022,Tomato,100
2-2022,Cowpea,65
2-2022,Chilies,30
2-2022,Leak,100
2-2022,Pepper,69
2-2022,Chilies,65
2-2022,Cardamon,28
2-2022,Potato,27
2-2022,Potato,30
2-2022,Tomato,72
2-2022,Pepper,69
2-2022,Ginger,67
2-2022,Leak,99
2-2022,Potato,66
2-2022,Cocoa,67
2-2022,Garlic,19
2-2022,Corn,36
2-2022,Garlic,69
2-2022,Tomato,79
2-2022,Pumpkin,27
2-2022,Tomato,70
2-2022,Chilies,17
2-2022,Leak,88
2-2022,Pepper,10
2-2022,Pumpkin,22
2-2022,Ginger,68
2-2022,Corn,42
2-2022,Cowpea,44
2-2022,Potato,53
2-2022,Leak,87
2-2022,Cocoa,18
2-2022,Corn,19
2-2022,Leak,74
2-2022,Corn,35
2-2022,Ginger,46
2-2022,Cardamon,40
2-2022,Ginger,18
2-2022,Cocoa,52
2-2022,Cardamon,42
2-2022,Cardamon,69
2-2022,Tomato,92
2-2022,Onion,62
2-2022,Garlic,26
2-2022,Pumpkin,27
2-2022,Ginger,46
2-2022,Cowpea,29
2-2022,Garlic,56
2-2022,Garlic,69
2-2022,Pumpkin,63
2-2022,Garlic,11
2-2022,Leak,91
2-2022,Cowpea,54
2-2022,Ginger,51
2-2022,Radish,46
2-2022,Onion,12
2-2022,Leak,96
2-2022,Garlic,17
2-2022,Pumpkin,54
2-2022,Radish,44
2-2022,Garlic,30
2-2022,Tomato,94
2-2022,Cocoa,30
2-2022,Radish,49
2-2022,Radish,48
2-2022,Garlic,30
2-2022,Garlic,29
2-2022,Pepper,70
2-2022,Garlic,44
2-2022,Cocoa,11
2-2022,Potato,24
2-2022,Radish,64
2-2022,Pepper,38
2-2022,Leak,70
2-2022,Garlic,36
2-2022,Cocoa,53
2-2022,Cardamon,39
2-2022,Leak,99
2-2022,Cocoa,25
2-2022,Radish,46
2-2022,Radish,58
2-2022,Corn,42
2-2022,Radish,70
2-2022,Tomato,83
2-2022,Chilies,18
2-2022,Cowpea,53
2-2022,Tomato,84
2-2022,Cardamon,29
2-2022,Leak,86
2-2022,Garlic,30
2-2022,Ginger,42
2-2022,Chilies,52
2-2022,Radish,19
2-2022,Cowpea,34
2-2022,Pepper,23
2-2022,Cardamon,55
2-2022,Onion,70
2-2022,Radish,51
2-2022,Pepper,65
2-2022,Pumpkin,36
2-2022,Cocoa,33
2-2022,Cardamon,69
2-2022,Ginger,17
2-2022,Cowpea,34
2-2022,Garlic,10
2-2022,Garlic,68
2-2022,Radish,68
2-2022,Leak,92
2-2022,Chilies,52
2-2022,Pepper,65
2-2022,Leak,91
2-2022,Chilies,69
2-2022,Cowpea,58
2-2022,Radish,67
2-2022,Leak,83
2-2022,Pumpkin,15
2-2022,Cowpea,68
2-2022,Cowpea,60
2-2022,Radish,21
2-2022,Pepper,38
2-2022,Cocoa,25
2-2022,Radish,25
2-2022,Ginger,68
2-2022,Corn,30
2-2022,Pumpkin,43
2-2022,Corn,55
2-2022,Onion,44
2-2022,Leak,81
2-2022,Tomato,94
2-2022,Cowpea,32
2-2022,Onion,67
2-2022,Cardamon,23
2-2022,Ginger,48
2-2022,Leak,91
2-2022,Radish,48
2-2022,Corn,32
2-2022,Ginger,13
2-2022,Tomato,90
2-2022,Pumpkin,17
2-2022,Onion,51
2-2022,Onion,68
2-2022,Onion,38
2-2022,Ginger,15
2-2022,Garlic,19
2-2022,Pumpkin,43
2-2022,Tomato,75
2-2022,Cowpea,59
2-2022,Pumpkin,16
2-2022,Cocoa,63
2-2022,Radish,40
2-2022,Garlic,34
2-2022,Cocoa,30
2-2022,Ginger,61
2-2022,Pumpkin,35
2-2022,Chilies,27
2-2022,Corn,31
2-2022,Radish,46
2-2022,Cocoa,63
2-2022,Garlic,13
2-2022,Pumpkin,65
2-2022,Pepper,13
2-2022,Cowpea,32
2-2022,Radish,41
2-2022,Cocoa,40
2-2022,Ginger,42
2-2022,Radish,54
2-2022,Leak,72
2-2022,Radish,65
2-2022,Chilies,65
2-2022,Chilies,16
2-2022,Onion,16
2-2022,Tomato,75
2-2022,Leak,81
2-2022,Chilies,11
2-2022,Onion,33
2-2022,Cowpea,20
2-2022,Garlic,31
2-2022,Tomato,99
2-2022,Potato,67
2-2022,Pepper,45
2-2022,Cocoa,15
2-2022,Radish,65
2-2022,Pepper,64
2-2022,Cocoa,15
2-2022,Pumpkin,47
2-2022,Chilies,57
2-2022,Cowpea,39
2-2022,Ginger,46
2-2022,Potato,40
2-2022,Ginger,44
2-2022,Garlic,41
2-2022,Cardamon,27
2-2022,Potato,49
2-2022,Radish,21
2-2022,Pepper,42
2-2022,Cocoa,34
2-2022,Cocoa,34
2-2022,Pepper,23
2-2022,Onion,48
2-2022,Radish,69
2-2022,Tomato,78
2-2022,Pepper,28
2-2022,Cowpea,67
2-2022,Leak,74
2-2022,Ginger,18
2-2022,Pumpkin,66
2-2022,Leak,87
2-2022,Garlic,21
2-2022,Pepper,59
2-2022,Pepper,10
2-2022,Garlic,65
2-2022,Potato,17
2-2022,Cowpea,58
2-2022,Cocoa,27
2-2022,Chilies,45
2-2022,Garlic,56
2-2022,Cocoa,15
2-2022,Cowpea,59
2-2022,Pumpkin,16
2-2022,Cowpea,59
2-2022,Cardamon,27
2-2022,Potato,61
2-2022,Potato,67
2-2022,Garlic,67
2-2022,Chilies,11
2-2022,Potato,56
2-2022,Cocoa,52
2-2022,Pepper,29
2-2022,Tomato,99
2-2022,Cardamon,66
2-2022,Tomato,80
2-2022,Chilies,63
2-2022,Radish,40
2-2022,Cowpea,61
2-2022,Ginger,39
2-2022,Cowpea,60
2-2022,Potato,51
2-2022,Pumpkin,46
2-2022,Leak,79
2-2022,Pepper,11
2-2022,Corn,50
2-2022,Pumpkin,18
2-2022,Cocoa,15
2-2022,Radish,45
2-2022,Corn,60
2-2022,Tomato,82
2-2022,Potato,31
2-2022,Leak,86
2-2022,Garlic,36
2-2022,Pepper,10
2-2022,Cocoa,64
2-2022,Ginger,58
2-2022,Cocoa,56
2-2022,Pumpkin,68
2-2022,Leak,99
2-2022,Potato,51
2-2022,Corn,50
2-2022,Radish,52
2-2022,Cowpea,25
2-2022,Potato,65
2-2022,Ginger,66
2-2022,Pepper,16
2-2022,Potato,56
2-2022,Chilies,30
2-2022,Onion,42
2-2022,Chilies,19
2-2022,Garlic,22
2-2022,Pepper,45
2-2022,Chilies,49
2-2022,Chilies,22
2-2022,Corn,11
2-2022,Cowpea,66
2-2022,Radish,57
2-2022,Cardamon,28
2-2022,Garlic,53
2-2022,Cardamon,14
2-2022,Tomato,83
2-2022,Cardamon,70
2-2022,Corn,66
2-2022,Radish,47
2-2022,Cardamon,51
2-2022,Cocoa,61
2-2022,Garlic,27
2-2022,Onion,40
2-2022,Radish,17
2-2022,Garlic,22
2-2022,Cocoa,33
2-2022,Cocoa,10
2-2022,Potato,10
2-2022,Cowpea,60
2-2022,Potato,34
2-2022,Radish,32
2-2022,Pepper,55
2-2022,Onion,62
2-2022,Cardamon,12
2-2022,Pumpkin,58
2-2022,Corn,56
2-2022,Cowpea,57
2-2022,Cardamon,28
2-2022,Radish,21
2-2022,Radish,34
2-2022,Garlic,22
2-2022,Garlic,19
2-2022,Tomato,98
2-2022,Garlic,42
2-2022,Onion,27
2-2022,Potato,65
2-2022,Potato,61
2-2022,Pepper,38
2-2022,Onion,22
2-2022,Cowpea,30
2-2022,Chilies,59
2-2022,Radish,20
2-2022,Cardamon,12
2-2022,Garlic,53
2-2022,Corn,27
2-2022,Cocoa,24
2-2022,Ginger,27
2-2022,Leak,88
2-2022,Onion,59
2-2022,Cardamon,59
2-2022,Radish,21
2-2022,Cocoa,56
2-2022,Cardamon,25
2-2022,Tomato,72
2-2022,Onion,27
2-2022,Garlic,37
2-2022,Radish,55
2-2022,Tomato,75
2-2022,Corn,62
2-2022,Ginger,19
2-2022,Corn,66
2-2022,Potato,60
2-2022,Cardamon,63
2-2022,Radish,59
2-2022,Corn,67
2-2022,Leak,87
2-2022,Tomato,75
2-2022,Cocoa,26
2-2022,Potato,41
2-2022,Tomato,81
2-2022,Cowpea,12
2-2022,Garlic,39
2-2022,Pumpkin,14
2-2022,Tomato,84
2-2022,Radish,21
2-2022,Onion,66
2-2022,Chilies,49
2-2022,Pepper,61
2-2022,Potato,19
2-2022,Tomato,91
2-2022,Potato,44
2-2022,Potato,23
2-2022,Garlic,10
2-2022,Ginger,11
2-2022,Radish,64
2-2022,Leak,76
2-2022,Onion,31
2-2022,Pumpkin,12
2-2022,Potato,31
2-2022,Chilies,57
2-2022,Cowpea,59
2-2022,Cardamon,57
2-2022,Onion,16
2-2022,Ginger,54
2-2022,Garlic,17
2-2022,Onion,50
2-2022,Cocoa,14
2-2022,Garlic,50
2-2022,Cardamon,44
2-2022,Chilies,19
2-2022,Cowpea,24
2-2022,Corn,29
2-2022,Ginger,56
2-2022,Potato,34
2-2022,Corn,38
2-2022,Onion,58
2-2022,Onion,10
2-2022,Potato,23
2-2022,Leak,97
2-2022,Potato,54
2-2022,Radish,51
2-2022,Ginger,57
2-2022,Leak,90
2-2022,Cardamon,17
2-2022,Corn,17
2-2022,Corn,45
2-2022,Chilies,48
2-2022,Pepper,41
2-2022,Cowpea,68
2-2022,Onion,69
2-2022,Leak,77
2-2022,Ginger,44
2-2022,Onion,40
2-2022,Leak,97
2-2022,Chilies,50
2-2022,Chilies,52
2-2022,Cowpea,26
2-2022,Onion,41
2-2022,Cardamon,35
2-2022,Chilies,59
2-2022,Pepper,37
2-2022,Pepper,41
2-2022,Tomato,74
2-2022,Tomato,79
2-2022,Leak,74
2-2022,Cowpea,44
2-2022,Potato,41
2-2022,Leak,71
2-2022,Chilies,53
2-2022,Garlic,46
2-2022,Leak,74
2-2022,Corn,10
2-2022,Chilies,47
2-2022,Leak,85
2-2022,Pumpkin,26
2-2022,Potato,60
2-2022,Radish,50
2-2022,Cardamon,31
2-2022,Pepper,43
2-2022,Leak,73
2-2022,Cardamon,65
2-2022,Onion,32
2-2022,Leak,76
2-2022,Radish,28
2-2022,Chilies,42
2-2022,Pepper,38
2-2022,Ginger,32
2-2022,Chilies,13
2-2022,Garlic,33
2-2022,Potato,44
2-2022,Pumpkin,14
2-2022,Tomato,78
2-2022,Cardamon,39
2-2022,Garlic,38
2-2022,Cocoa,21
2-2022,Pumpkin,29
2-2022,Pepper,35
2-2022,Onion,14
2-2022,Corn,29
2-2022,Ginger,14
2-2022,Cardamon,68
2-2022,Cocoa,32
2-2022,Cardamon,68
2-2022,Chilies,22
2-2022,Corn,14
2-2022,Corn,12
2-2022,Cocoa,39
2-2022,Tomato,78
2-2022,Onion,18
2-2022,Potato,45
2-2022,Cardamon,47
2-2022,Tomato,78
2-2022,Leak,76
2-2022,Garlic,66
2-2022,Cardamon,69
2-2022,Tomato,73
2-2022,Ginger,50
2-2022,Radish,55
2-2022,Leak,70
2-2022,Ginger,19
2-2022,Cowpea,23
2-2022,Cowpea,70
2-2022,Cardamon,61
2-2022,Chilies,17
2-2022,Onion,68
2-2022,Ginger,35
2-2022,Cardamon,27
2-2022,Cardamon,21
2-2022,Ginger,28
2-2022,Tomato,76
2-2022,Radish,68
2-2022,Cocoa,54
2-2022,Cocoa,32
2-2022,Cocoa,22
2-2022,Potato,54
2-2022,Onion,55
2-2022,Chilies,66
2-2022,Garlic,14
2-2022,Cardamon,63
2-2022,Cardamon,48
2-2022,Pumpkin,53
2-2022,Cocoa,53
2-2022,Potato,66
2-2022,Cowpea,58
2-2022,Radish,32
2-2022,Garlic,36
2-2022,Cocoa,49
2-2022,Cocoa,28
2-2022,Corn,46
2-2022,Chilies,68
2-2022,Garlic,29
2-2022,Leak,95
2-2022,Chilies,64
2-2022,Cowpea,22
2-2022,Corn,69
2-2022,Chilies,10
2-2022,Onion,51
2-2022,Chilies,53
2-2022,Radish,52
2-2022,Cocoa,62
2-2022,Pumpkin,32
2-2022,Tomato,88
2-2022,Potato,26
2-2022,Pumpkin,69
2-2022,Pumpkin,46
2-2022,Leak,82
2-2022,Onion,26
2-2022,Garlic,63
2-2022,Garlic,45
2-2022,Pumpkin,42
2-2022,Leak,83
2-2022,Cowpea,33
2-2022,Chilies,36
2-2022,Chilies,24
2-2022,Cocoa,41
2-2022,Onion,23
2-2022,Cowpea,24
2-2022,Leak,93
2-2022,Pumpkin,46
2-2022,Cocoa,65
2-2022,Potato,59
2-2022,Cardamon,63
2-2022,Pumpkin,65
2-2022,Leak,88
2-2022,Cowpea,66
2-2022,Pumpkin,28
2-2022,Radish,40
2-2022,Chilies,19
2-2022,Corn,56
2-2022,Radish,56
2-2022,Ginger,61
2-2022,Garlic,10
2-2022,Potato,19
2-2022,Cocoa,21
2-2022,Pumpkin,25
2-2022,Potato,63
2-2022,Radish,23
2-2022,Pepper,44
2-2022,Garlic,55
2-2022,Cocoa,27
2-2022,Tomato,90
2-2022,Tomato,91
2-2022,Radish,12
2-2022,Tomato,86
2-2022,Cardamon,26
2-2022,Pumpkin,23
2-2022,Tomato,74
2-2022,Pumpkin,18
2-2022,Onion,37
2-2022,Potato,21
2-2022,Leak,93
2-2022,Radish,13
2-2022,Garlic,45
2-2022,Cardamon,50
2-2022,Cocoa,43
2-2022,Tomato,75
2-2022,Pepper,51
2-2022,Garlic,38
2-2022,Cocoa,28
2-2022,Radish,17
2-2022,Onion,12
2-2022,Pepper,64
2-2022,Garlic,24
2-2022,Ginger,23
2-2022,Garlic,15
2-2022,Radish,24
2-2022,Corn,39
2-2022,Cowpea,44
2-2022,Cardamon,29
2-2022,Corn,40
2-2022,Potato,55
2-2022,Chilies,18
3-2022,Corn,48
3-2022,Garlic,17
3-2022,Onion,13
3-2022,Chilies,35
3-2022,Garlic,23
3-2022,Ginger,52
3-2022,Onion,16
3-2022,Chilies,65
3-2022,Pumpkin,49
3-2022,Potato,28
3-2022,Garlic,15
3-2022,Tomato,100
3-2022,Cowpea,69
3-2022,Chilies,11
3-2022,Ginger,20
3-2022,Potato,64
3-2022,Onion,42
3-2022,Pepper,13
3-2022,Cowpea,24
3-2022,Tomato,86
3-2022,Garlic,21
3-2022,Corn,53
3-2022,Garlic,14
3-2022,Cocoa,32
3-2022,Tomato,74
3-2022,Cowpea,32
3-2022,Leak,99
3-2022,Tomato,93
3-2022,Cocoa,25
3-2022,Pumpkin,26
3-2022,Corn,15
3-2022,Cowpea,47
3-2022,Leak,79
3-2022,Corn,36
3-2022,Tomato,71
3-2022,Potato,10
3-2022,Corn,37
3-2022,Pepper,39
3-2022,Cardamon,40
3-2022,Pumpkin,55
3-2022,Corn,45
3-2022,Radish,21
3-2022,Cowpea,29
3-2022,Onion,31
3-2022,Tomato,93
3-2022,Cardamon,66
3-2022,Tomato,77
3-2022,Potato,64
3-2022,Pumpkin,69
3-2022,Potato,38
3-2022,Onion,68
3-2022,Garlic,22
3-2022,Cocoa,65
3-2022,Corn,12
3-2022,Radish,19
3-2022,Tomato,76
3-2022,Pepper,27
3-2022,Cowpea,28
3-2022,Ginger,66
3-2022,Cowpea,62
3-2022,Pumpkin,18
3-2022,Garlic,34
3-2022,Corn,48
3-2022,Cocoa,39
3-2022,Cocoa,65
3-2022,Ginger,26
3-2022,Corn,20
3-2022,Radish,10
3-2022,Garlic,37
3-2022,Garlic,52
3-2022,Onion,20
3-2022,Cocoa,62
3-2022,Ginger,37
3-2022,Onion,69
3-2022,Garlic,66
3-2022,Cardamon,61
3-2022,Garlic,56
3-2022,Chilies,60
3-2022,Garlic,11
3-2022,Cowpea,50
3-2022,Cardamon,67
3-2022,Corn,22
3-2022,Leak,88
3-2022,Cowpea,47
3-2022,Ginger,41
3-2022,Leak,94
3-2022,Cocoa,37
3-2022,Pumpkin,15
3-2022,Corn,64
3-2022,Corn,55
3-2022,Tomato,93
3-2022,Cocoa,10
3-2022,Onion,54
3-2022,Tomato,73
3-2022,Potato,62
3-2022,Chilies,30
3-2022,Cocoa,68
3-2022,Garlic,38
3-2022,Pepper,34
3-2022,Cardamon,51
3-2022,Cardamon,26
3-2022,Pepper,12
3-2022,Garlic,62
3-2022,Chilies,43
3-2022,Garlic,42
3-2022,Leak,81
3-2022,Corn,61
3-2022,Ginger,36
3-2022,Leak,73
3-2022,Cocoa,61
3-2022,Ginger,36
3-2022,Ginger,10
3-2022,Potato,46
3-2022,Potato,31
3-2022,Chilies,35
3-2022,Garlic,37
3-2022,Cardamon,13
3-2022,Pepper,52
3-2022,Ginger,62
3-2022,Corn,12
3-2022,Cocoa,52
3-2022,Potato,70
3-2022,Ginger,30
3-2022,Ginger,48
3-2022,Potato,66
3-2022,Potato,15
3-2022,Radish,10
3-2022,Pumpkin,29
3-2022,Pepper,20
3-2022,Cardamon,14
3-2022,Cowpea,38
3-2022,Cardamon,61
3-2022,Leak,99
3-2022,Leak,91
3-2022,Cowpea,13
3-2022,Leak,87
3-2022,Cardamon,47
3-2022,Garlic,52
3-2022,Cardamon,69
3-2022,Tomato,90
3-2022,Leak,86
3-2022,Radish,63
3-2022,Chilies,19
3-2022,Cocoa,36
3-2022,Cocoa,59
3-2022,Chilies,45
3-2022,Garlic,10
3-2022,Onion,19
3-2022,Corn,17
3-2022,Chilies,46
3-2022,Cocoa,45
3-2022,Leak,90
3-2022,Garlic,38
3-2022,Tomato,77
3-2022,Potato,60
3-2022,Chilies,23
3-2022,Cocoa,43
3-2022,Potato,41
3-2022,Cocoa,22
3-2022,Corn,38
3-2022,Corn,37
3-2022,Leak,78
3-2022,Corn,19
3-2022,Garlic,40
3-2022,Ginger,67
3-2022,Corn,37
3-2022,Tomato,84
3-2022,Corn,53
3-2022,Radish,41
3-2022,Pumpkin,66
3-2022,Corn,47
3-2022,Radish,46
3-2022,Cowpea,51
3-2022,Onion,50
3-2022,Leak,95
3-2022,Leak,88
3-2022,Tomato,83
3-2022,Radish,54
3-2022,Garlic,66
3-2022,Pepper,29
3-2022,Chilies,44
3-2022,Radish,30
3-2022,Pepper,16
3-2022,Onion,66
3-2022,Onion,29
3-2022,Cowpea,32
3-2022,Leak,90
3-2022,Leak,100
3-2022,Tomato,73
3-2022,Garlic,16
3-2022,Onion,23
3-2022,Pepper,64
3-2022,Radish,62
3-2022,Ginger,12
3-2022,Leak,74
3-2022,Ginger,54
3-2022,Chilies,53
3-2022,Cardamon,23
3-2022,Tomato,74
3-2022,Chilies,41
3-2022,Chilies,33
3-2022,Cardamon,21
3-2022,Cardamon,12
3-2022,Pumpkin,57
3-2022,Onion,47
3-2022,Cardamon,21
3-2022,Tomato,99
3-2022,Potato,12
3-2022,Chilies,62
3-2022,Onion,52
3-2022,Cardamon,25
3-2022,Onion,37
3-2022,Cocoa,67
3-2022,Leak,71
3-2022,Cardamon,63
3-2022,Ginger,28
3-2022,Potato,47
3-2022,Leak,90
3-2022,Onion,17
3-2022,Pumpkin,49
3-2022,Cardamon,66
3-2022,Potato,32
3-2022,Cocoa,51
3-2022,Cardamon,58
3-2022,Cocoa,14
3-2022,Cowpea,53
3-2022,Onion,59
3-2022,Chilies,32
3-2022,Cowpea,63
3-2022,Corn,43
3-2022,Ginger,11
3-2022,Cocoa,32
3-2022,Radish,17
3-2022,Onion,63
3-2022,Ginger,10
3-2022,Cardamon,59
3-2022,Corn,11
3-2022,Pepper,43
3-2022,Cocoa,18
3-2022,Leak,88
3-2022,Ginger,16
3-2022,Cocoa,39
3-2022,Tomato,84
3-2022,Cocoa,49
3-2022,Chilies,49
3-2022,Radish,55
3-2022,Cocoa,23
3-2022,Onion,53
3-2022,Cowpea,57
3-2022,Corn,29
3-2022,Onion,53
3-2022,Cocoa,21
3-2022,Garlic,14
3-2022,Chilies,69
3-2022,Pepper,53
3-2022,Ginger,16
3-2022,Cowpea,57
3-2022,Garlic,39
3-2022,Chilies,32
3-2022,Cowpea,48
3-2022,Garlic,19
3-2022,Cocoa,45
3-2022,Chilies,66
3-2022,Tomato,95
3-2022,Chilies,44
3-2022,Chilies,32
3-2022,Pepper,12
3-2022,Cocoa,58
3-2022,Cowpea,62
3-2022,Leak,91
3-2022,Chilies,29
3-2022,Leak,85
3-2022,Radish,69
3-2022,Cocoa,18
3-2022,Corn,24
3-2022,Potato,31
3-2022,Cowpea,54
3-2022,Onion,36
3-2022,Leak,94
3-2022,Tomato,82
3-2022,Potato,52
3-2022,Chilies,48
3-2022,Garlic,40
3-2022,Chilies,48
3-2022,Ginger,20
3-2022,Cocoa,11
3-2022,Potato,19
3-2022,Leak,85
3-2022,Pumpkin,70
3-2022,Corn,16
3-2022,Leak,87
3-2022,Pumpkin,19
3-2022,Onion,55
3-2022,Tomato,76
3-2022,Cardamon,56
3-2022,Cardamon,68
3-2022,Corn,31
3-2022,Chilies,60
3-2022,Corn,35
3-2022,Chilies,23
3-2022,Cocoa,22
3-2022,Leak,78
3-2022,Radish,29
3-2022,Cardamon,65
3-2022,Chilies,36
3-2022,Chilies,17
3-2022,Pepper,22
3-2022,Potato,65
3-2022,Cardamon,70
3-2022,Chilies,53
3-2022,Chilies,41
3-2022,Ginger,17
3-2022,Chilies,60
3-2022,Cocoa,23
3-2022,Radish,19
3-2022,Cowpea,50
3-2022,Pepper,19
3-2022,Corn,61
3-2022,Radish,11
3-2022,Onion,61
3-2022,Garlic,61
3-2022,Ginger,49
3-2022,Cowpea,22
3-2022,Cardamon,23
3-2022,Tomato,80
3-2022,Garlic,67
3-2022,Pepper,37
3-2022,Cowpea,18
3-2022,Chilies,64
3-2022,Leak,93
3-2022,Radish,53
3-2022,Chilies,43
3-2022,Pepper,59
3-2022,Leak,99
3-2022,Chilies,50
3-2022,Tomato,74
3-2022,Leak,81
3-2022,Cocoa,37
3-2022,Ginger,52
3-2022,Onion,53
3-2022,Corn,54
3-2022,Onion,21
3-2022,Radish,18
3-2022,Pumpkin,66
3-2022,Pepper,70
3-2022,Leak,95
3-2022,Pepper,40
3-2022,Pepper,56
3-2022,Garlic,23
3-2022,Radish,47
3-2022,Garlic,20
3-2022,Garlic,40
3-2022,Radish,25
3-2022,Cardamon,43
3-2022,Onion,20
3-2022,Cardamon,56
3-2022,Corn,10
3-2022,Chilies,66
3-2022,Garlic,54
3-2022,Pumpkin,67
3-2022,Ginger,14
3-2022,Leak,94
3-2022,Garlic,25
3-2022,Pumpkin,17
3-2022,Tomato,98
3-2022,Cocoa,44
3-2022,Chilies,69
3-2022,Pumpkin,41
3-2022,Radish,62
3-2022,Radish,42
3-2022,Tomato,94
3-2022,Cocoa,59
3-2022,Cowpea,21
3-2022,Garlic,55
3-2022,Potato,52
3-2022,Cowpea,44
3-2022,Pepper,57
3-2022,Tomato,98
3-2022,Garlic,36
3-2022,Chilies,26
3-2022,Cowpea,70
3-2022,Ginger,18
3-2022,Chilies,26
3-2022,Pepper,23
3-2022,Potato,40
3-2022,Cowpea,22
3-2022,Corn,66
3-2022,Onion,52
3-2022,Radish,13
3-2022,Onion,35
3-2022,Pepper,35
3-2022,Cocoa,40
3-2022,Onion,62
3-2022,Tomato,94
3-2022,Leak,99
3-2022,Garlic,23
3-2022,Pumpkin,38
3-2022,Pumpkin,37
3-2022,Ginger,29
3-2022,Pepper,22
3-2022,Tomato,80
3-2022,Corn,49
3-2022,Potato,24
3-2022,Pumpkin,31
3-2022,Cowpea,43
3-2022,Potato,49
3-2022,Cocoa,54
3-2022,Pepper,26
3-2022,Chilies,26
3-2022,Corn,12
3-2022,Cardamon,51
3-2022,Cowpea,62
3-2022,Leak,95
3-2022,Tomato,79
3-2022,Corn,70
3-2022,Pumpkin,69
3-2022,Cocoa,33
3-2022,Tomato,76
3-2022,Pumpkin,65
3-2022,Ginger,58
3-2022,Radish,41
3-2022,Chilies,32
3-2022,Potato,48
3-2022,Chilies,17
3-2022,Chilies,28
3-2022,Pumpkin,24
3-2022,Pumpkin,46
3-2022,Ginger,39
3-2022,Cardamon,20
3-2022,Chilies,26
3-2022,Cowpea,12
3-2022,Tomato,72
3-2022,Corn,41
3-2022,Radish,15
3-2022,Cocoa,27
3-2022,Potato,65
3-2022,Radish,10
3-2022,Onion,54
3-2022,Tomato,84
3-2022,Potato,35
3-2022,Pumpkin,19
3-2022,Chilies,52
3-2022,Garlic,18
3-2022,Pepper,68
3-2022,Cardamon,21
3-2022,Garlic,11
3-2022,Cocoa,45
3-2022,Onion,70
3-2022,Radish,61
3-2022,Cocoa,51
3-2022,Garlic,26
3-2022,Cocoa,39
3-2022,Pumpkin,68
3-2022,Ginger,48
3-2022,Leak,86
3-2022,Corn,40
3-2022,Corn,26
3-2022,Onion,34
3-2022,Cardamon,25
3-2022,Onion,62
3-2022,Corn,42
